,Source_Port,Destination_Port,NAT_Source_Port,NAT_Destination_Port,Action,Bytes,Bytes_Sent,Bytes_Received,Packets,Elapsed_Time_(sec),pkts_sent,pkts_received
46100,51825,25501,31893,25501,allow,66,66,0,1,5,1,0
46101,59826,443,57652,443,allow,7284,1079,6205,29,53,13,16
46102,60421,6882,64164,6882,allow,70,70,0,2,8,2,0
46103,52658,80,12733,80,allow,214,140,74,4,15,3,1
46104,55208,80,41287,80,allow,1638,1324,314,10,15,5,5
46105,56694,53,29552,53,allow,192,98,94,2,30,1,1
46106,49483,80,60356,80,allow,318,192,126,6,40,4,2
46107,64751,53,29777,53,allow,172,88,84,2,30,1,1
46108,55838,443,19179,443,allow,7034,2039,4995,37,255,18,19
46109,56100,53,43759,53,allow,701,88,613,2,30,1,1
46110,50134,53,12196,53,allow,768,99,669,2,30,1,1
46111,64493,53,45305,53,allow,198,101,97,2,30,1,1
46112,56850,53,62960,53,allow,763,101,662,2,31,1,1
46113,56889,53,34055,53,allow,170,87,83,2,31,1,1
46114,50233,53,55519,53,allow,756,95,661,2,31,1,1
46115,56550,53,60039,53,allow,182,93,89,2,31,1,1
46116,55142,53,21559,53,allow,770,101,669,2,31,1,1
46117,54973,53,47397,53,allow,731,91,640,2,31,1,1
46118,56374,53,38425,53,allow,770,102,668,2,31,1,1
46119,55368,53,50855,53,allow,760,97,663,2,31,1,1
46120,49459,443,42939,443,allow,2572,330,2242,12,135,5,7
46121,57470,47004,40280,47004,allow,152,152,0,2,1200,2,0
46122,49166,53,45421,53,allow,770,101,669,2,31,1,1
46123,27005,27027,32399,27027,allow,880,126,754,2,31,1,1
46124,56757,53,3651,53,allow,783,96,687,2,31,1,1
46125,64791,53,42823,53,allow,184,94,90,2,31,1,1
46126,57100,53,41347,53,allow,192,90,102,2,31,1,1
46127,56612,53,36295,53,allow,184,94,90,2,31,1,1
46128,55105,53,18912,53,allow,747,93,654,2,31,1,1
46129,64766,53,59121,53,allow,212,108,104,2,31,1,1
46130,47493,53,47493,53,allow,227,92,135,2,31,1,1
46131,50196,53,48778,53,allow,756,95,661,2,31,1,1
46132,56484,443,15925,443,allow,2948,782,2166,10,121,5,5
46133,59651,60038,0,0,allow,66,66,0,1,90,1,0
46134,37587,5228,8359,5228,allow,5509,2203,3306,22,3600,10,12
46135,56623,443,24976,443,allow,8963,2190,6773,18,138,8,10
46136,56308,53,54603,53,allow,184,94,90,2,31,1,1
46137,35713,443,23137,443,allow,5315,2861,2454,16,135,8,8
46138,30960,45705,10345,45705,allow,396,396,0,7,3617,7,0
46139,60247,445,0,0,deny,70,70,0,1,0,1,0
46141,55539,57470,0,0,deny,66,66,0,1,0,1,0
46142,55311,445,0,0,deny,70,70,0,1,0,1,0
46147,6713,2222,0,0,deny,60,60,0,1,0,1,0
46149,55308,445,0,0,deny,70,70,0,1,0,1,0
46150,2541,51505,0,0,deny,62,62,0,1,0,1,0
46151,42110,80,55658,80,allow,1056,682,374,10,15,6,4
46152,55743,53,57939,53,allow,165,86,79,2,30,1,1
46153,50281,53,4430,53,allow,767,102,665,2,30,1,1
46154,55937,443,21508,443,allow,3363,797,2566,14,135,7,7
46155,55636,445,0,0,deny,66,66,0,1,0,1,0
46158,55303,445,0,0,deny,70,70,0,1,0,1,0
46160,32388,26467,0,0,deny,66,66,0,1,0,1,0
46161,55302,445,0,0,deny,70,70,0,1,0,1,0
46163,53227,64097,0,0,deny,66,66,0,1,0,1,0
46164,50577,23,0,0,deny,60,60,0,1,0,1,0
46166,19885,64147,0,0,deny,145,145,0,1,0,1,0
46167,55267,53,21533,53,allow,168,86,82,2,30,1,1
46168,51827,48432,31400,48432,allow,160,70,90,2,4,1,1
46169,57372,443,37935,443,allow,4612,700,3912,12,15,8,4
46170,64021,53,18880,53,allow,195,102,93,2,29,1,1
46171,64188,53,49847,53,allow,216,94,122,2,29,1,1
46172,65325,53,33633,53,allow,216,110,106,2,29,1,1
46173,55264,53,48968,53,allow,177,94,83,2,30,1,1
46174,27005,26258,35412,26258,allow,886,126,760,2,30,1,1
46175,56141,53,40551,53,allow,713,94,619,4,54,2,2
46176,50019,80,29484,80,allow,814,674,140,6,28,4,2
46177,50717,80,38874,80,allow,3317,2376,941,17,165,9,8
46178,61711,80,55600,80,allow,4448,2223,2225,18,49,10,8
46179,65107,53,56824,53,allow,266,87,179,4,32,2,2
46180,51846,41510,18249,41510,allow,70,70,0,2,8,2,0
46181,53644,58085,53471,58085,allow,70,70,0,1,4,1,0
46182,56829,33418,63291,33418,allow,316,136,180,6,5,3,3
46183,56292,443,38026,443,allow,162,102,60,2,5,1,1
46184,64554,53,30164,53,allow,94,94,0,1,29,1,0
46185,55820,53,22468,53,allow,184,94,90,2,29,1,1
46186,64493,53,42355,53,allow,199,102,97,2,29,1,1
46187,49771,53,57877,53,allow,177,94,83,2,29,1,1
46188,56717,53,4326,53,allow,183,94,89,2,29,1,1
46189,50320,53,19368,53,allow,754,94,660,2,29,1,1
46190,64566,53,26350,53,allow,194,102,92,2,29,1,1
46191,56717,53,57782,53,allow,183,94,89,2,29,1,1
46192,56694,53,47429,53,allow,196,102,94,2,29,1,1
46193,39444,53,0,0,allow,86,86,0,1,29,1,0
46194,64021,53,54662,53,allow,195,102,93,2,30,1,1
46195,46176,53,12412,53,allow,168,78,90,2,30,1,1
46196,53124,52917,26989,52917,allow,70,70,0,1,5,1,0
46197,50232,443,24591,443,allow,7292,950,6342,19,75,9,10
46198,60786,3389,60786,3389,allow,4226,2201,2025,19,18,10,9
46199,49406,80,24541,80,allow,32206,1049,31157,37,89,11,26
46200,49235,80,47953,80,allow,1783342,58977,1724365,1613,162,445,1168
46201,49523,80,32458,80,allow,1399,826,573,11,38,6,5
46202,52223,443,45658,443,allow,6710,4371,2339,33,109,18,15
46203,56506,53,39583,53,allow,807,94,713,2,30,1,1
46204,55912,53,46949,53,allow,184,94,90,2,30,1,1
46205,59325,53,7735,53,allow,211,78,133,2,30,1,1
46206,55223,53,31444,53,allow,168,86,82,2,30,1,1
46207,55738,53,4750,53,allow,309,94,215,2,30,1,1
46208,49913,53,47185,53,allow,216,110,106,2,30,1,1
46209,49168,53,14343,53,allow,196,102,94,2,30,1,1
46210,55912,53,61558,53,allow,184,94,90,2,30,1,1
46211,64722,53,58551,53,allow,214,110,104,2,30,1,1
46212,56308,53,37236,53,allow,184,94,90,2,31,1,1
46213,49713,53,55679,53,allow,734,94,640,2,30,1,1
46214,64751,53,33597,53,allow,178,94,84,2,30,1,1
46215,49925,80,49556,80,allow,1126,609,517,11,15,6,5
46216,65201,53,45437,53,allow,334,94,240,2,30,1,1
46217,60398,443,27669,443,allow,2847,1797,1050,24,85,13,11
46218,65439,53,54009,53,allow,168,86,82,2,30,1,1
46219,56586,53,7181,53,allow,177,94,83,2,30,1,1
46220,57342,53,19842,53,allow,167,86,81,2,30,1,1
46221,49891,53,62229,53,allow,822,102,720,2,30,1,1
46222,35266,53,50904,53,allow,164,78,86,2,30,1,1
46223,49525,80,7498,80,allow,454,262,192,8,38,5,3
46224,55625,10480,18268,10480,allow,564,318,246,9,15,5,4
46225,53639,15079,39945,15079,allow,546,306,240,9,15,5,4
46226,49701,53,61542,53,allow,197,102,95,2,30,1,1
46227,59714,3389,59714,3389,allow,4134,2109,2025,18,17,9,9
46228,49236,80,22987,80,allow,1904818,59945,1844873,1747,162,498,1249
46229,55620,53,23313,53,allow,177,94,83,2,30,1,1
46230,60544,53,63580,53,allow,211,78,133,2,30,1,1
46231,65251,53,53427,53,allow,199,102,97,2,30,1,1
46232,64588,53,47202,53,allow,165,86,79,2,30,1,1
46233,49202,53,58969,53,allow,295,86,209,2,30,1,1
46234,64722,53,36705,53,allow,214,110,104,2,30,1,1
46235,65473,53,40939,53,allow,309,94,215,2,30,1,1
46236,56292,53,4815,53,allow,197,102,95,2,30,1,1
46237,57294,443,36134,443,allow,5614,733,4881,16,15,9,7
46238,49478,80,36631,80,allow,28629,4862,23767,33,39,13,20
46239,56786,443,61415,443,allow,238132,13988,224144,317,32,161,156
46240,55896,53,29667,53,allow,733,94,639,2,30,1,1
46241,49168,53,25368,53,allow,196,102,94,2,30,1,1
46242,49971,53,19251,53,allow,779,110,669,2,30,1,1
46243,56966,53,53823,53,allow,177,94,83,2,30,1,1
46244,65251,53,42946,53,allow,199,102,97,2,30,1,1
46245,49269,53,8382,53,allow,198,110,88,2,30,1,1
46246,59977,53,61405,53,allow,168,78,90,2,30,1,1
46247,50430,53,3410,53,allow,789,102,687,2,30,1,1
46248,57297,443,9892,443,allow,5614,733,4881,16,15,9,7
46249,49260,80,56058,80,allow,2013987,64000,1949987,1818,160,504,1314
46250,49891,53,46766,53,allow,199,102,97,2,30,1,1
46251,51490,5223,60793,5223,allow,9801,5352,4449,28,473,16,12
46252,55743,53,47802,53,allow,165,86,79,2,30,1,1
46253,55620,53,48166,53,allow,177,94,83,2,30,1,1
46254,56889,53,24379,53,allow,177,94,83,2,30,1,1
46255,49179,443,25006,443,allow,686176,17574,668602,702,18,252,450
46256,53332,443,6381,443,allow,23215,18990,4225,44,405,24,20
46257,48354,5222,3961,5222,allow,7786,1403,6383,44,434,15,29
46258,49446,443,57880,443,allow,1280822,27768,1253054,1241,40,365,876
46259,40452,1488,40452,1488,allow,156,156,0,3,8,3,0
46260,57295,443,4265,443,allow,5614,733,4881,16,15,9,7
46261,42166,443,46667,443,allow,162,102,60,2,5,1,1
46262,21017,3389,21017,3389,allow,4085,1916,2169,21,18,12,9
46263,46360,443,51396,443,allow,1053,566,487,10,16,6,4
46264,65107,53,20258,53,allow,266,87,179,4,32,2,2
46265,50335,80,17897,80,allow,3855,828,3027,11,15,5,6
46266,49471,80,33120,80,allow,10175,1359,8816,18,78,7,11
46267,49519,80,21026,80,allow,2981,1514,1467,12,38,7,5
46268,61687,80,48451,80,allow,11437,2775,8662,32,53,15,17
46269,64638,53,33072,53,allow,215,102,113,2,29,1,1
46270,63836,14791,9109,14791,allow,66,66,0,2,7,2,0
46271,57161,53,42229,53,allow,224,102,122,2,29,1,1
46272,53692,53,53692,53,allow,262,82,180,2,29,1,1
46273,49379,80,26229,80,allow,6307,2851,3456,18,150,9,9
46274,49524,80,21220,80,allow,1401,828,573,11,38,6,5
46275,64493,53,5722,53,allow,353,101,252,4,54,2,2
46276,49771,53,28192,53,allow,177,94,83,2,29,1,1
46277,56292,53,5398,53,allow,197,102,95,2,29,1,1
46278,49484,80,60761,80,allow,318,192,126,6,39,4,2
46279,65325,53,57020,53,allow,216,110,106,2,29,1,1
46280,49237,80,10310,80,allow,1934086,60476,1873610,1754,162,493,1261
46281,27005,33070,2152,33070,allow,883,126,757,2,30,1,1
46282,49051,443,25390,443,allow,7683,1817,5866,42,3089,15,27
46283,55043,53,56883,53,allow,167,86,81,2,29,1,1
46284,60792,53,38025,53,allow,168,78,90,2,29,1,1
46285,49168,53,56952,53,allow,196,102,94,2,30,1,1
46286,64733,53,63976,53,allow,889,404,485,10,30,5,5
46287,55820,53,12238,53,allow,184,94,90,2,30,1,1
46288,64650,53,46019,53,allow,193,94,99,2,30,1,1
46289,49432,53,34624,53,allow,812,110,702,2,30,1,1
46290,50545,53,44269,53,allow,765,102,663,2,30,1,1
46291,55123,53,24178,53,allow,295,86,209,2,30,1,1
46292,49797,53,57522,53,allow,306,94,212,2,30,1,1
46293,50289,53,1310,53,allow,189,102,87,2,30,1,1
46294,64791,53,7738,53,allow,184,94,90,2,30,1,1
46295,64722,53,55455,53,allow,214,110,104,2,30,1,1
46296,55235,53,63921,53,allow,178,94,84,2,30,1,1
46297,64592,53,65035,53,allow,209,110,99,2,31,1,1
46298,57362,53,9411,53,allow,346,102,244,2,31,1,1
46299,56612,53,64503,53,allow,184,94,90,2,31,1,1
46300,57188,443,9507,443,allow,20317684,620294,19697390,20965,186,6716,14249
46301,56986,53,21320,53,allow,177,94,83,2,31,1,1
46302,64021,53,7172,53,allow,402,97,305,4,31,2,2
46303,52998,443,2559,443,allow,190,70,120,4,15,2,2
46304,56624,443,23164,443,allow,8536,3817,4719,25,20,15,10
46305,57296,443,59127,443,allow,5613,733,4880,16,15,9,7
46306,56548,443,12998,443,allow,4145,1069,3076,14,25,8,6
46307,49482,80,62281,80,allow,378,192,186,7,39,4,3
46308,37004,80,37004,80,allow,13825,1203,12622,22,29,9,13
46309,49514,80,16033,80,allow,1352,832,520,12,38,7,5
46310,56966,53,65099,53,allow,177,94,83,2,30,1,1
46311,52266,53,15275,53,allow,168,78,90,2,30,1,1
46312,56139,53,55354,53,allow,306,94,212,2,30,1,1
46313,55229,53,33453,53,allow,173,94,79,2,30,1,1
46314,50072,53,22723,53,allow,779,86,693,2,30,1,1
46315,51849,21091,51027,21091,allow,316,136,180,6,7,3,3
46316,49927,80,35490,80,allow,1126,609,517,11,15,6,5
46317,49926,80,8028,80,allow,1126,609,517,11,15,6,5
46318,60767,443,60767,443,allow,2406,1218,1188,21,16,11,10
46319,49234,80,29641,80,allow,1103248,36317,1066931,1001,162,276,725
46320,49701,53,61488,53,allow,197,102,95,2,30,1,1
46321,56986,53,63697,53,allow,177,94,83,2,30,1,1
46322,55229,53,8520,53,allow,173,94,79,2,30,1,1
46323,53662,55043,16806,55043,allow,320,140,180,6,6,3,3
46325,49928,80,49356,80,allow,1270,679,591,13,15,7,6
46326,59715,3389,59715,3389,allow,3331,1442,1889,15,17,8,7
46327,52215,80,59875,80,allow,1009,506,503,10,16,5,5
46328,49512,80,18348,80,allow,2225,1649,576,10,38,6,4
46329,65355,53,46648,53,allow,592,105,487,4,50,2,2
46330,56506,53,3362,53,allow,184,94,90,2,30,1,1
46331,65129,53,27603,53,allow,213,102,111,2,30,1,1
46332,56618,443,44259,443,allow,22938,14436,8502,43,41,23,20
46333,56889,53,34075,53,allow,177,94,83,2,30,1,1
46334,64389,53,21920,53,allow,244,94,150,2,30,1,1
46335,65218,443,1874,443,allow,2767,681,2086,10,120,5,5
46336,49663,53,27941,53,allow,168,86,82,2,31,1,1
46337,49936,53,50715,53,allow,152,78,74,2,31,1,1
46338,27005,33111,35417,33111,allow,895,126,769,2,31,1,1
46339,6881,37232,47143,37232,allow,502,150,352,2,1199,1,1
46340,55877,22374,2922,22374,allow,150,150,0,1,1200,1,0
46341,64766,53,62502,53,allow,214,110,104,2,31,1,1
46342,42989,443,61280,443,allow,9878,1936,7942,36,121,18,18
46343,64766,53,32517,53,allow,214,110,104,2,30,1,1
46344,56667,53,18172,53,allow,199,102,97,2,30,1,1
46345,64686,53,28216,53,allow,811,94,717,2,30,1,1
46346,55912,53,21691,53,allow,184,94,90,2,31,1,1
46347,55431,53,2541,53,allow,196,102,94,2,31,1,1
46348,50017,53,58091,53,allow,195,102,93,2,31,1,1
46349,42764,53,15953,53,allow,164,78,86,2,31,1,1
46350,27005,32073,48886,32073,allow,884,126,758,2,31,1,1
46351,57342,53,16666,53,allow,167,86,81,2,31,1,1
46352,27005,27057,3516,27057,allow,917,126,791,2,31,1,1
46353,27005,27091,19292,27091,allow,883,126,757,2,31,1,1
46354,38566,443,54032,443,allow,4108,1272,2836,11,121,5,6
46355,48817,30201,48817,30201,allow,469,150,319,2,1200,1,1
46356,65077,443,2224,443,allow,6118,5698,420,12,123,6,6
46357,42225,443,6040,443,allow,8962,1601,7361,26,186,14,12
46358,51982,443,54748,443,allow,9010,2779,6231,30,361,15,15
46359,33059,58962,0,0,deny,774,774,0,1,0,1,0
46360,55631,445,0,0,deny,66,66,0,1,0,1,0
46361,5227,50584,0,0,deny,146,146,0,1,0,1,0
46362,34936,30188,0,0,deny,62,62,0,1,0,1,0
46365,49687,53,60160,53,allow,197,102,95,2,31,1,1
46366,58074,443,57514,443,allow,2974,408,2566,13,135,6,7
46367,64364,53,21283,53,allow,193,94,99,2,31,1,1
46368,27005,32025,48806,32025,allow,887,126,761,2,31,1,1
46369,49480,53,38554,53,allow,428,96,332,4,52,2,2
46370,60718,443,23092,443,allow,71105,20647,50458,107,38,53,54
46371,56626,80,44276,80,allow,234,234,0,4,12,4,0
46372,64658,53,8151,53,allow,195,102,93,2,30,1,1
46373,56889,53,35698,53,allow,177,94,83,2,30,1,1
46374,27005,27111,16900,27111,allow,913,126,787,2,31,1,1
46375,51767,80,59527,80,allow,2169,1263,906,13,75,8,5
46376,56067,53,11884,53,allow,189,102,87,2,31,1,1
46377,49206,53,42939,53,allow,179,94,85,2,31,1,1
46378,50413,123,48114,123,allow,184,94,90,2,31,1,1
46379,57100,53,28423,53,allow,180,94,86,2,31,1,1
46380,49996,53,3311,53,allow,458,188,270,6,31,3,3
46381,51690,80,52942,80,allow,21064,2772,18292,38,175,18,20
46382,65107,53,22367,53,allow,266,87,179,4,35,2,2
46383,57030,53,7649,53,allow,283,101,182,4,39,2,2
46384,32787,80,54491,80,allow,1412,848,564,14,316,8,6
46385,39423,443,60458,443,allow,121145,3578,117567,128,77,39,89
46386,57283,53,15261,53,allow,185,102,83,2,30,1,1
46387,55482,53,16639,53,allow,822,102,720,2,30,1,1
46388,50500,53,25369,53,allow,166,86,80,2,30,1,1
46389,55628,445,0,0,deny,66,66,0,1,0,1,0
46390,18650,23718,0,0,deny,62,62,0,1,0,1,0
46391,60233,445,0,0,deny,70,70,0,1,0,1,0
46392,1025,46232,0,0,deny,145,145,0,1,0,1,0
46393,60230,445,0,0,deny,70,70,0,1,0,1,0
46394,60228,445,0,0,deny,70,70,0,1,0,1,0
46395,60222,445,0,0,deny,70,70,0,1,0,1,0
46396,49479,56205,0,0,deny,62,62,0,1,0,1,0
46397,55625,445,0,0,deny,66,66,0,1,0,1,0
46400,55291,445,0,0,deny,70,70,0,1,0,1,0
46402,60218,445,0,0,deny,70,70,0,1,0,1,0
46404,57633,50584,0,0,deny,62,62,0,1,0,1,0
46405,55290,445,0,0,deny,70,70,0,1,0,1,0
46406,60216,445,0,0,deny,70,70,0,1,0,1,0
46410,55289,445,0,0,deny,70,70,0,1,0,1,0
46412,55617,445,0,0,deny,66,66,0,1,0,1,0
46413,55288,445,0,0,deny,70,70,0,1,0,1,0
46414,55286,445,0,0,deny,70,70,0,1,0,1,0
46415,55282,445,0,0,deny,70,70,0,1,0,1,0
46417,55614,445,0,0,deny,66,66,0,1,0,1,0
46418,55616,445,0,0,deny,66,66,0,1,0,1,0
46419,55610,445,0,0,deny,66,66,0,1,0,1,0
46420,13985,34159,0,0,deny,62,62,0,1,0,1,0
46422,55609,445,0,0,deny,66,66,0,1,0,1,0
46423,55608,445,0,0,deny,66,66,0,1,0,1,0
46424,55606,445,0,0,deny,66,66,0,1,0,1,0
46425,55270,445,0,0,deny,70,70,0,1,0,1,0
46426,55268,445,0,0,deny,70,70,0,1,0,1,0
46427,55267,445,0,0,deny,70,70,0,1,0,1,0
46429,55260,445,0,0,deny,70,70,0,1,0,1,0
46430,60210,445,0,0,deny,70,70,0,1,0,1,0
46431,60209,445,0,0,deny,70,70,0,1,0,1,0
46432,60206,445,0,0,deny,70,70,0,1,0,1,0
46433,62725,51221,0,0,deny,66,66,0,1,0,1,0
46434,55604,445,0,0,deny,66,66,0,1,0,1,0
46435,1790,48817,0,0,deny,66,66,0,1,0,1,0
46436,60203,445,0,0,deny,70,70,0,1,0,1,0
46438,55600,445,0,0,deny,66,66,0,1,0,1,0
46440,46518,44847,0,0,deny,146,146,0,1,0,1,0
46441,55598,445,0,0,deny,66,66,0,1,0,1,0
46442,55594,445,0,0,deny,66,66,0,1,0,1,0
46446,55248,445,0,0,deny,70,70,0,1,0,1,0
46448,60198,445,0,0,deny,70,70,0,1,0,1,0
46449,13970,42873,0,0,deny,66,66,0,1,0,1,0
46452,55583,445,0,0,deny,66,66,0,1,0,1,0
46454,55244,445,0,0,deny,70,70,0,1,0,1,0
46455,443,24425,0,0,deny,151,151,0,1,0,1,0
46456,55235,445,0,0,deny,70,70,0,1,0,1,0
46458,64387,37965,0,0,deny,66,66,0,1,0,1,0
46459,14924,44847,0,0,deny,66,66,0,1,0,1,0
46460,55232,445,0,0,deny,70,70,0,1,0,1,0
46461,55230,445,0,0,deny,70,70,0,1,0,1,0
46462,55576,445,0,0,deny,66,66,0,1,0,1,0
46463,55228,445,0,0,deny,70,70,0,1,0,1,0
46464,60175,445,0,0,deny,70,70,0,1,0,1,0
46465,55573,445,0,0,deny,66,66,0,1,0,1,0
46467,1162,57470,0,0,deny,62,62,0,1,0,1,0
46468,20108,64147,0,0,deny,62,62,0,1,0,1,0
46469,57410,37965,0,0,deny,66,66,0,1,0,1,0
46470,55221,445,0,0,deny,70,70,0,1,0,1,0
46471,55567,445,0,0,deny,66,66,0,1,0,1,0
46472,55561,445,0,0,deny,66,66,0,1,0,1,0
46473,55214,445,0,0,deny,70,70,0,1,0,1,0
46474,38383,51221,0,0,deny,66,66,0,1,0,1,0
46475,54636,26467,0,0,deny,66,66,0,1,0,1,0
46477,60165,445,0,0,deny,70,70,0,1,0,1,0
46478,60164,445,0,0,deny,70,70,0,1,0,1,0
46479,60163,445,0,0,deny,70,70,0,1,0,1,0
46480,55550,445,0,0,deny,66,66,0,1,0,1,0
46481,55546,445,0,0,deny,66,66,0,1,0,1,0
46482,55545,445,0,0,deny,66,66,0,1,0,1,0
46483,55548,445,0,0,deny,66,66,0,1,0,1,0
46484,55551,445,0,0,deny,66,66,0,1,0,1,0
46485,55544,445,0,0,deny,66,66,0,1,0,1,0
46486,55549,445,0,0,deny,66,66,0,1,0,1,0
46487,55543,445,0,0,deny,66,66,0,1,0,1,0
46488,55207,445,0,0,deny,70,70,0,1,0,1,0
46489,54898,36237,0,0,deny,66,66,0,1,0,1,0
46490,55206,445,0,0,deny,70,70,0,1,0,1,0
46491,54854,19847,0,0,deny,66,66,0,1,0,1,0
46494,50095,30188,0,0,deny,66,66,0,1,0,1,0
46495,55202,445,0,0,deny,70,70,0,1,0,1,0
46496,60161,445,0,0,deny,70,70,0,1,0,1,0
46497,60158,445,0,0,deny,70,70,0,1,0,1,0
46498,60148,445,0,0,deny,70,70,0,1,0,1,0
46499,55201,445,0,0,deny,70,70,0,1,0,1,0
46502,55531,445,0,0,deny,66,66,0,1,0,1,0
46503,55529,445,0,0,deny,66,66,0,1,0,1,0
46504,55528,445,0,0,deny,66,66,0,1,0,1,0
46505,33370,22,0,0,deny,60,60,0,1,0,1,0
46507,60145,445,0,0,deny,70,70,0,1,0,1,0
46510,1081,64910,0,0,deny,146,146,0,1,0,1,0
46511,55196,445,0,0,deny,70,70,0,1,0,1,0
46512,41801,53,41801,53,allow,213,87,126,2,30,1,1
46513,55651,53,6764,53,allow,760,97,663,2,30,1,1
46514,48972,443,48972,443,allow,4657,1750,2907,19,31,11,8
46515,56120,53,56120,53,allow,237,91,146,2,33,1,1
46516,50734,80,51242,80,allow,1114,534,580,12,16,7,5
46517,51807,443,51807,443,allow,1466,856,610,13,27,6,7
46518,51076,80,51076,80,allow,8170,844,7326,17,42,7,10
46519,57746,15000,19364,15000,allow,130,70,60,2,6,1,1
46520,53972,443,53972,443,allow,4380,1473,2907,19,29,11,8
46521,50951,80,50951,80,allow,514,246,268,9,42,5,4
46522,65378,53,28736,53,allow,770,102,668,2,30,1,1
46523,49983,53,51189,53,allow,749,89,660,2,30,1,1
46524,56227,53,8068,53,allow,188,96,92,2,30,1,1
46525,56526,443,53927,443,allow,1560,988,572,13,25,7,6
46526,53656,58624,15076,58624,allow,70,70,0,2,8,2,0
46527,50883,80,50883,80,allow,514,246,268,9,42,5,4
46528,55871,53,11606,53,allow,711,87,624,2,30,1,1
46529,49762,53,23081,53,allow,760,97,663,2,30,1,1
46530,49837,53,39920,53,allow,212,108,104,2,30,1,1
46531,53575,53,50120,53,allow,198,93,105,2,30,1,1
46532,60945,443,60945,443,allow,4680,1773,2907,19,29,11,8
46533,62738,443,30177,443,allow,126,60,66,3,10,2,1
46534,38386,80,38386,80,allow,6261,833,5428,15,20,8,7
46535,44258,443,15237,443,allow,14478,1815,12663,30,170,14,16
46536,54990,80,38273,80,allow,9054746,285623,8769123,10474,214,4673,5801
46537,53880,443,53880,443,allow,4686,1779,2907,19,30,11,8
46538,57030,53,58226,53,allow,283,101,182,4,38,2,2
46539,56541,443,2047,443,allow,1560,988,572,13,25,7,6
46540,50757,80,50757,80,allow,514,246,268,9,42,5,4
46541,51140,80,51140,80,allow,514,246,268,9,42,5,4
46542,51810,443,51810,443,allow,1536,856,680,14,27,6,8
46543,53835,7000,53835,7000,allow,2099,676,1423,13,15,7,6
46544,56242,53,42071,53,allow,711,87,624,2,30,1,1
46545,49192,53,18280,53,allow,747,93,654,2,30,1,1
46546,64592,53,37714,53,allow,202,103,99,2,31,1,1
46547,55129,53,28774,53,allow,754,94,660,2,31,1,1
46548,51798,443,51798,443,allow,14904,6448,8456,33,30,18,15
46549,10099,80,20785,80,allow,130,70,60,2,15,1,1
46550,55237,53,13670,53,allow,259,87,172,4,56,2,2
46551,53354,80,22791,80,allow,2722,1530,1192,12,316,7,5
46552,50500,53,52272,53,allow,164,84,80,2,30,1,1
46553,57067,53,64624,53,allow,172,88,84,2,30,1,1
46554,56765,53,52854,53,allow,711,87,624,2,30,1,1
46555,27005,27019,17502,27019,allow,873,126,747,2,30,1,1
46556,64949,53,27237,53,allow,744,89,655,2,30,1,1
46557,56986,53,24262,53,allow,170,87,83,2,30,1,1
46558,55141,53,48144,53,allow,744,89,655,2,30,1,1
46559,65328,53,16469,53,allow,174,89,85,2,30,1,1
46560,56589,53,53742,53,allow,711,87,624,2,30,1,1
46561,55759,53,54947,53,allow,756,95,661,2,30,1,1
46562,27005,27017,50516,27017,allow,873,126,747,2,30,1,1
46563,55877,53,16386,53,allow,164,84,80,2,30,1,1
46564,56553,53,14002,53,allow,198,101,97,2,30,1,1
46565,49206,53,61280,53,allow,174,89,85,2,31,1,1
46566,65370,53,4186,53,allow,778,103,675,2,31,1,1
46567,56334,53,41390,53,allow,767,102,665,2,31,1,1
46568,39703,443,48474,443,allow,4719,2313,2406,15,132,7,8
46569,15503,6881,37170,6881,allow,490,149,341,2,1200,1,1
46570,52028,53,52028,53,allow,194,87,107,2,31,1,1
46571,50017,53,55318,53,allow,190,97,93,2,31,1,1
46572,59893,53,45221,53,allow,198,93,105,2,30,1,1
46573,64560,53,23612,53,allow,802,104,698,2,30,1,1
46574,49513,53,13327,53,allow,200,102,98,2,31,1,1
46575,55533,53,30263,53,allow,816,97,719,2,31,1,1
46576,27005,30005,39246,30005,allow,890,126,764,2,31,1,1
46577,56342,53,27382,53,allow,733,93,640,2,31,1,1
46578,57470,40870,29859,40870,allow,535,163,372,2,1200,1,1
46579,56633,53,17988,53,allow,194,99,95,2,31,1,1
46580,56250,53,20280,53,allow,802,104,698,2,31,1,1
46581,64790,53,49419,53,allow,182,93,89,2,31,1,1
46582,64934,53,46124,53,allow,194,99,95,2,31,1,1
46583,47595,33436,0,0,allow,106,106,0,1,60,1,0
46584,36228,80,25190,80,allow,1114,540,574,17,191,10,7
46585,56076,443,18045,443,allow,1786,172,1614,7,120,3,4
46586,56000,53,40530,53,allow,170,87,83,2,31,1,1
46587,53635,22383,54338,22383,allow,492,306,186,8,17,5,3
46588,49687,53,12525,53,allow,194,99,95,2,31,1,1
46589,56380,53,55619,53,allow,170,87,83,2,31,1,1
46590,56693,53,6310,53,allow,756,95,661,2,31,1,1
46591,65516,53,45586,53,allow,749,94,655,2,31,1,1
46592,64053,53,7121,53,allow,186,95,91,2,31,1,1
46593,64257,53,54453,53,allow,168,86,82,2,31,1,1
46594,65171,53,47372,53,allow,760,97,663,2,31,1,1
46595,55680,53,52561,53,allow,749,94,655,2,31,1,1
46596,55027,53,18379,53,allow,168,86,82,2,31,1,1
46597,27005,30008,53621,30008,allow,890,126,764,2,31,1,1
